Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
5.58,0,0.8498184490423767244846333846,0.849818449042377,0.849818449042377,0.849818449042377,0.849818449042377,0,0,0,0,2.3461581883125772912613529375,1.970585,2.3470357180144772536008640524,69338510
5.59,0,0.8495845654326566743164444865,0.849584565432657,0.849584565432657,0.849584565432657,0.849584565432657,0,0,0,0,2.3453124732278072912613529381,1.969759,2.3463806520186713336818589822,69462780
5.60,0,0.8493505462472783362443461557,0.849350546247278,0.849350546247278,0.849350546247278,0.849350546247278,0,0,0,0,2.3444695750966172912613529383,1.968936,2.3457281287736750369892750633,69587040
5.61,0,0.8491166804851019473016661912,0.849116680485102,0.849116680485102,0.849116680485102,0.849116680485102,0,0,0,0,2.343629423096727291261352938,1.968115,2.3450772011922510914755435399,69711300
5.62,0,0.8488824571539299360580658297,0.84888245715393,0.84888245715393,0.84888245715393,0.84888245715393,0,0,0,0,2.3427920587340672912613529383,1.967297,2.3444288189152770007298015405,69835570
5.63,0,0.8486483664087514386783224234,0.848648366408751,0.848648366408751,0.848648366408751,0.848648366408751,0,0,0,0,2.3419574860569572912613529372,1.96648,2.3437810655167909658435813145,69959830
5.64,0,0.8484139872616668916869509022,0.848413987261667,0.848413987261667,0.848413987261667,0.848413987261667,0,0,0,0,2.3411256340530372912613529374,1.965666,2.3431358660940988680067882091,70084090
5.65,0,0.8481796291101082418392609885,0.848179629110108,0.848179629110108,0.848179629110108,0.848179629110108,0,0,0,0,2.3402965441834772912613529376,1.964854,2.3424922555826678752729144732,70208350
5.66,0,0.8479450609793056822367785540,0.847945060979306,0.847945060979306,0.847945060979306,0.847945060979306,0,0,0,0,2.3394701452949372912613529375,1.964045,2.3418512017345276571286631143,70332620
5.67,0,0.8477104930239404232695235069,0.84771049302394,0.84771049302394,0.84771049302394,0.84771049302394,0,0,0,0,2.3386464788037072912613529383,1.963237,2.3412107822466749927667695955,70456880
5.68,0,0.8474756042734871265240624461,0.847475604273487,0.847475604273487,0.847475604273487,0.847475604273487,0,0,0,0,2.3378254734169672912613529385,1.962432,2.3405729222061344647963241344,70581140
5.69,0,0.8472406837660611075392776703,0.847240683766061,0.847240683766061,0.847240683766061,0.847240683766061,0,0,0,0,2.3370072081085072912613529371,1.961629,2.3399366505437975027428152875,70705410
5.70,0,0.8470054120253682196809685932,0.847005412025368,0.847005412025368,0.847005412025368,0.847005412025368,0,0,0,0,2.3361915738772272912613529372,1.960828,2.3393019838991750048478782037,70829660
5.71,0,0.8467701069859400696984145416,0.84677010698594,0.84677010698594,0.84677010698594,0.84677010698594,0,0,0,0,2.3353786120518472912613529375,1.960029,2.3386689145955270449985276859,70953930
5.72,0,0.8465345391727758817123684125,0.846534539172776,0.846534539172776,0.846534539172776,0.846534539172776,0,0,0,0,2.3345682887132572912613529382,1.959232,2.3380374471460656647525823522,71078190
5.73,0,0.8462988872715927056524576084,0.846298887271593,0.846298887271593,0.846298887271593,0.846298887271593,0,0,0,0,2.3337606075303872912613529376,1.958438,2.3374085371691732159894626162,71202460
5.74,0,0.8460628718002293892741183466,0.846062871800229,0.846062871800229,0.846062871800229,0.846062871800229,0,0,0,0,2.3347331173167232290154234113,1.957645,2.3432323044714491636836557006,71326710
5.75,0,0.8458266507269232482085916128,0.845826650726923,0.845826650726923,0.845826650726923,0.845826650726923,0,0,0,0,2.3370166131120241273958545191,1.956855,2.3537913978166663927987915357,71450980
5.76,0,0.8455903342099641283583331373,0.845590334209964,0.845590334209964,0.845590334209964,0.845590334209964,0,0,0,0,2.3393026865091453122554251721,1.956067,2.3643318766798911620328674437,71575250
5.77,0,0.8453535023992202118349869021,0.84535350239922,0.84535350239922,0.84535350239922,0.84535350239922,0,0,0,0,2.3415913410323462106358562814,1.955281,2.3748537554886206045961816038,71699500
5.78,0,0.8451167532878377552983385518,0.845116753287838,0.845116753287838,0.845116753287838,0.845116753287838,0,0,0,0,2.3438825424531773954954269334,1.954497,2.385357055621901349054276081,71823770
5.79,0,0.8448793773905879802810769495,0.844879377390588,0.844879377390588,0.844879377390588,0.844879377390588,0,0,0,0,2.3461763319800181506362882706,1.953716,2.395842735035530641412760897,71948030
5.80,0,0.844641953431762159928243103,0.844641953431762,0.844641953431762,0.844641953431762,0.844641953431762,0,0,0,0,2.3484726375588594787354286944,1.952936,2.4063089213512440736921067429,72072300
5.81,0,0.8444040819192221714112000252,0.844404081919222,0.844404081919222,0.844404081919222,0.844404081919222,0,0,0,0,2.3507715003580602338762900316,1.952158,2.4167565739933431829192290554,72196550
5.82,0,0.8441660408786859387230039726,0.844166040878686,0.844166040878686,0.844166040878686,0.844166040878686,0,0,0,0,2.3530728859937111322567211396,1.951383,2.4271866619234193217078366026,72320820
5.83,0,0.8439275308192831383934217263,0.843927530819283,0.843927530819283,0.843927530819283,0.843927530819283,0,0,0,0,2.3553767600099323171162917925,1.950609,2.4375973146747467252245072893,72445080
5.84,0,0.8436888408367594627003918286,0.84368884083676,0.84368884083676,0.84368884083676,0.84368884083676,0,0,0,0,2.3576831257090475126838160602,1.949838,2.4479904396788705814341893133,72569340
5.85,0,0.8434496503834866296486797280,0.843449650383487,0.843449650383487,0.843449650383487,0.843449650383487,0,0,0,0,2.3599919485371688407829564853,1.949069,2.4583651149175098499731021702,72693600
5.86,0,0.8432102685671265877275376771,0.843210268567126,0.843210268567126,0.843210268567126,0.843210268567126,0,0,0,0,2.3623033074470595959238178217,1.948301,2.4687203990675786136202135452,72817870
5.87,0,0.8429703655412808095833163930,0.842970365541281,0.842970365541281,0.842970365541281,0.842970365541281,0,0,0,0,2.3646170921284504943042489309,1.947536,2.4790582170784727994696445658,72942130
5.88,0,0.8427302404174850777492482652,0.842730240417485,0.842730240417485,0.842730240417485,0.842730240417485,0,0,0,0,2.3669333057487418224033893547,1.946773,2.4893776435869763833968692348,73066390
5.89,0,0.8424895823150731978044010214,0.842489582315073,0.842489582315073,0.842489582315073,0.842489582315073,0,0,0,0,2.3692519514641421478255413757,1.946012,2.499678695760690776026579451,73190660
5.90,0,0.8422486913875772924788609211,0.842248691387577,0.842248691387577,0.842248691387577,0.842248691387577,0,0,0,0,2.3715730324197239056433911167,1.945252,2.5099604544655108282494984182,73314920
5.91,0,0.8420072367581440322532949126,0.842007236758144,0.842007236758144,0.842007236758144,0.842007236758144,0,0,0,0,2.3738965517493142310655431362,1.944495,2.5202248107183453441085623143,73439180
5.92,0,0.8417655178972303666426575085,0.84176551789723,0.84176551789723,0.84176551789723,0.84176551789723,0,0,0,0,2.3762224366829659888833928775,1.94374,2.5304708628892120337275651367,73563440
5.93,0,0.8415232242778174939675895934,0.841523224277818,0.841523224277818,0.841523224277818,0.841523224277818,0,0,0,0,2.3785507282067063143055448974,1.942987,2.5406986196341724164250545541,73687700
5.94,0,0.8412806550383545506036409398,0.841280655038354,0.841280655038354,0.841280655038354,0.841280655038354,0,0,0,0,2.3808813914032866397276969185,1.942236,2.5509081083463959999654892233,73811970
5.95,0,0.8410374803322152703714124833,0.841037480332215,0.841037480332215,0.841037480332215,0.841037480332215,0,0,0,0,2.3832143912875083975455466594,1.941487,2.5610993570935733128079066409,73936230
5.96,0,0.8407939089670462428644553170,0.840793908967046,0.840793908967046,0.840793908967046,0.840793908967046,0,0,0,0,2.3855498068171487229676986795,1.940739,2.5712714355630604911081451459,74060500
5.97,0,0.8405498314295016889999383052,0.840549831429502,0.840549831429502,0.840549831429502,0.840549831429502,0,0,0,0,2.3878875269649747779726415809,1.939994,2.581426251127041211595341242,74184750
5.98,0,0.8403053158692983636498237484,0.840305315869298,0.840305315869298,0.840305315869298,0.840305315869298,0,0,0,0,2.3902275926503951033947936001,1.939251,2.5915628824514294037557600367,74309020
5.99,0,0.8400602727743096942077060144,0.84006027277431,0.84006027277431,0.84006027277431,0.84006027277431,0,0,0,0,2.3925699687475968612126433414,1.938509,2.601680433505763636795093994,74433280
6.00,0,0.8398147813015953919732370444,0.839814781301596,0.839814781301596,0.839814781301596,0.839814781301596,0,0,0,0,2.3949146581241971866347953621,1.93777,2.6117807751855690093811655975,74557540
6.01,0,0.8395999906418952377947697996,0.839599990641895,0.839599990641895,0.839599990641895,0.839599990641895,0,0,0,0,2.3972616636378389444526451021,1.937032,2.6218620773564047562660180247,74681810
6.02,0,0.8394205209525353624581665962,0.839420520952535,0.839420520952535,0.839420520952535,0.839420520952535,0,0,0,0,2.3996109500485792698747971235,1.936297,2.6319262170790670758072263881,74806070
6.03,0,0.8392413710458578133195183789,0.839241371045858,0.839241371045858,0.839241371045858,0.839241371045858,0,0,0,0,2.4019625201525310276926468644,1.935563,2.6419713695494208579599495603,74930340
6.04,0,0.8390623413998585004871497894,0.839062341399859,0.839062341399859,0.839062341399859,0.839062341399859,0,0,0,0,2.4043163386208113531147988845,1.934832,2.6519994077902438480417565589,75054590
6.05,0,0.8388837302154890067873849432,0.838883730215489,0.838883730215489,0.838883730215489,0.838883730215489,0,0,0,0,2.4066724463179331109326486255,1.934102,2.6620085007674017709134407763,75178860
6.06,0,0.8387052379719143177052013829,0.838705237971914,0.838705237971914,0.838705237971914,0.838705237971914,0,0,0,0,2.4090307697255334363548006448,1.933374,2.6719996118834952887857108275,75303120
6.07,0,0.8385271638515675526579103126,0.838527163851568,0.838527163851568,0.838527163851568,0.838527163851568,0,0,0,0,2.411391387832015194172650386,1.932648,2.6819727379934728062453997977,75427380
6.08,0,0.8383492073640134399545685893,0.838349207364014,0.838349207364014,0.838349207364014,0.838349207364014,0,0,0,0,2.4137541888752355195948024069,1.931924,2.6919279347372077776908712227,75551640
6.09,0,0.8381715677023012563986703688,0.838171567702301,0.838171567702301,0.838171567702301,0.838171567702301,0,0,0,0,2.4161192136551072774126521477,1.931202,2.7018652109605552991135017013,75675910
6.10,0,0.8379941450195638483182493297,0.837994145019564,0.837994145019564,0.837994145019564,0.837994145019564,0,0,0,0,2.4184864266224219000218973271,1.930481,2.7117836875101088609793272329,75800170
6.11,0,0.8378169385123363871322178321,0.837816938512336,0.837816938512336,0.837816938512336,0.837816938512336,0,0,0,0,2.4208558685863236578397470687,1.929763,2.7216851981058107443734789079,75924430
6.12,0,0.8376399473841143129555086471,0.837639947384114,0.837639947384114,0.837639947384114,0.837639947384114,0,0,0,0,2.4232274657284339832618990886,1.929046,2.7315679657074145434661253566,76048700
6.13,0,0.8374633717879926169805227193,0.837463371787993,0.837463371787993,0.837463371787993,0.837463371787993,0,0,0,0,2.4256012588267143086840511101,1.928331,2.7414329109458008933118998222,76172960
6.14,0,0.8372869109309029227775572066,0.837286910930903,0.837286910930903,0.837286910930903,0.837286910930903,0,0,0,0,2.4279772122022260665019008507,1.927618,2.7512800677318877121384842724,76297220
6.15,0,0.8371107643385915027017882686,0.837110764338592,0.837110764338592,0.837110764338592,0.837110764338592,0,0,0,0,2.430355328378126391924052871,1.926907,2.761109457457661856696388219,76421480
6.16,0,0.8369346315390718549319060936,0.836934631539072,0.836934631539072,0.836934631539072,0.836934631539072,0,0,0,0,2.4327356098690381497419026111,1.926198,2.7709211014961583271138344347,76545740
6.17,0,0.8367590117529103713342620708,0.83675901175291,0.83675901175291,0.83675901175291,0.83675901175291,0,0,0,0,2.4351180208903284751640546324,1.92549,2.7807141309000600341161482379,76670010
6.18,0,0.8365835054417289956458106116,0.836583505441729,0.836583505441729,0.836583505441729,0.836583505441729,0,0,0,0,2.4375025255961502329819043725,1.924785,2.7904903897487902468791730741,76794260
6.19,0,0.8364083105962278068827621232,0.836408310596228,0.836408310596228,0.836408310596228,0.836408310596228,0,0,0,0,2.4398891647137605584040563931,1.924081,2.8002480802009096106607004311,76918540
6.20,0,0.8362332286015352416118547535,0.836233228601535,0.836233228601535,0.836233228601535,0.836233228601535,0,0,0,0,2.4422779023546508838262084135,1.923379,2.8099881416742474459834747404,77042790
6.21,0,0.8360585574605831734767377975,0.836058557460583,0.836058557460583,0.836058557460583,0.836058557460583,0,0,0,0,2.4446687409129526416440581546,1.922679,2.819710596365419458897400753,77167060
6.22,0,0.8358838976338377235980999416,0.835883897633838,0.835883897633838,0.835883897633838,0.835883897633838,0,0,0,0,2.4470617211308029670662101743,1.92198,2.8294145543101816416082045263,77291320
6.23,0,0.8357096483585101085076825646,0.83570964835851,0.83570964835851,0.83570964835851,0.83570964835851,0,0,0,0,2.449456691949029022071153075,1.921283,2.8391009949395635468450367978,77415580
6.24,0,0.8355355091803525161549532773,0.835535509180352,0.835535509180352,0.835535509180352,0.835535509180352,0,0,0,0,2.4518538091490993474933050955,1.920589,2.8487707792281426570689208964,77539840
6.25,0,0.8353617796472851169839496332,0.835361779647285,0.835361779647285,0.835361779647285,0.835361779647285,0,0,0,0,2.4542529599474811053111548368,1.919895,2.858421286071371165675068604,77664100
6.26,0,0.8351881587097366541744033570,0.835188158709737,0.835188158709737,0.835188158709737,0.835188158709737,0,0,0,0,2.4566541466213614307333068574,1.919204,2.8680552252425374358662523428,77788380
6.27,0,0.8350147474201263981769283166,0.835014747420126,0.835014747420126,0.835014747420126,0.835014747420126,0,0,0,0,2.459057371440393188551156597,1.918514,2.8776708319647825919213474252,77912630
6.28,0,0.8348416438347527270300582031,0.834841643834753,0.834841643834753,0.834841643834753,0.834841643834753,0,0,0,0,2.4614626366667735139733086184,1.917827,2.8872699145890880013662939797,78036900
6.29,0,0.8346686484063649453418574722,0.834668648406365,0.834668648406365,0.834668648406365,0.834668648406365,0,0,0,0,2.4638699445551252717911583587,1.91714,2.8968498230423460165358898798,78161160
6.30,0,0.8344960603948119402809936500,0.834496060394812,0.834496060394812,0.834496060394812,0.834496060394812,0,0,0,0,2.4662792588941255972133103788,1.916456,2.9064132685942340487492654547,78285420
6.31,0,0.8343234793608010752881597006,0.834323479360801,0.834323479360801,0.834323479360801,0.834323479360801,0,0,0,0,2.4686905818855573550311601193,1.915774,2.9159593835426870036477269298,78409680
6.32,0,0.8341512048671343682232979630,0.834151204867134,0.834151204867134,0.834151204867134,0.834151204867134,0,0,0,0,2.47110391572397768045331214,1.915093,2.9254873047254579344173743592,78533940
6.33,0,0.8339791361862591413183702468,0.833979136186259,0.833979136186259,0.833979136186259,0.833979136186259,0,0,0,0,2.4735191856042594382711618814,1.914413,2.9349970905468764185560230413,78658210
6.34,0,0.8338073734710463951895056481,0.833807373471046,0.833807373471046,0.833807373471046,0.833807373471046,0,0,0,0,2.4759365091575797636933139023,1.913736,2.9444904886885691308781996327,78782470
6.35,0,0.8336357157066662620719358929,0.833635715706666,0.833635715706666,0.833635715706666,0.833635715706666,0,0,0,0,2.478355773030881521511163642,1.91306,2.9539658009684322211866179028,78906740
6.36,0,0.8334643630459670949840902676,0.833464363045967,0.833464363045967,0.833464363045967,0.833464363045967,0,0,0,0,2.480776979315366144120408823,1.912386,2.9634239366731782081302529922,79031000
6.37,0,0.8332931147706633060506223112,0.833293114770664,0.833293114770664,0.833293114770664,0.833293114770664,0,0,0,0,2.4832001300954764695425608428,1.911714,2.9728649197724001318502966238,79155260
6.38,0,0.8331222704559055843232936241,0.833122270455906,0.833122270455906,0.833122270455906,0.833122270455906,0,0,0,0,2.4856252660071282273604105842,1.911043,2.9822878779501397318624105207,79279520
6.39,0,0.8329514296788668644857352760,0.832951429678867,0.832951429678867,0.832951429678867,0.832951429678867,0,0,0,0,2.4880523120170285527825626045,1.910374,2.9916937500763736763651235744,79403780
6.40,0,0.8327809917334326860463122359,0.832780991733433,0.832780991733433,0.832780991733433,0.832780991733433,0,0,0,0,2.4904813087352503106004123454,1.909707,3.0010825435390840535874696741,79528050
6.41,0,0.8326106570566890995661458165,0.832610657056689,0.832610657056689,0.832610657056689,0.832610657056689,0,0,0,0,2.4929121810291806360225643652,1.909041,3.0104534399967926648044058077,79652300
6.42,0,0.8324406238093089531072506631,0.832440623809309,0.832440623809309,0.832440623809309,0.832440623809309,0,0,0,0,2.4953450080907523938404141064,1.908377,3.0198073082168873663568142798,79776580
6.43,0,0.8322705932792632858401462883,0.832270593279263,0.832270593279263,0.832270593279263,0.832270593279263,0,0,0,0,2.4977796761062027192625661266,1.907715,3.0291442239657477785455690396,79900830
6.44,0,0.8321009636381474489867590744,0.832100963638148,0.832100963638148,0.832100963638148,0.832100963638148,0,0,0,0,2.5002163028981830446847181471,1.907054,3.0384632868695802955917208613,80025100
6.45,0,0.8319314353219969571446894884,0.831931435321997,0.831931435321997,0.831931435321997,0.831931435321997,0,0,0,0,2.5026547745673448025025678875,1.906395,3.0477654486282017072683012836,80149360
6.46,0,0.8317622076395470999663965363,0.831762207639547,0.831762207639547,0.831762207639547,0.831762207639547,0,0,0,0,2.5050951703406365603204176288,1.905738,3.0570506986262919185730254114,80273620
6.47,0,0.8315931801837884866064802536,0.831593180183789,0.831593180183789,0.831593180183789,0.831593180183789,0,0,0,0,2.5075374148650568857425696495,1.905082,3.0663182270957612031379636969,80397880
6.48,0,0.8314243525496448862677829315,0.831424352549645,0.831424352549645,0.831424352549645,0.831424352549645,0,0,0,0,2.5099815100443529407475125491,1.904428,3.0755689306876127741455302658,80522140
6.49,0,0.8312556240574949488947887556,0.831255624057495,0.831255624057495,0.831255624057495,0.831255624057495,0,0,0,0,2.5124274577761432661696645697,1.903776,3.0848028341913507052103426775,80646410
6.50,0,0.8310872948599929342607184691,0.831087294859993,0.831087294859993,0.831087294859993,0.831087294859993,0,0,0,0,2.5148752599520550239875143112,1.903125,3.0940190960478739293431619336,80770670
6.51,0,0.8309190640058154142782005670,0.830919064005816,0.830919064005816,0.830919064005816,0.830919064005816,0,0,0,0,2.5173249184575953494096663315,1.902475,3.1032177442537395133028978893,80894940
6.52,0,0.8307510316475826305583137066,0.830751031647583,0.830751031647583,0.830751031647583,0.830751031647583,0,0,0,0,2.5197763577188671072275160716,1.901828,3.1124005722011427888874224895,81019200
6.53,0,0.8305831971142273897234753789,0.830583197114228,0.830583197114228,0.830583197114228,0.830583197114228,0,0,0,0,2.5222296182772274326496680918,1.901182,3.1215658572630976663314591935,81143460
6.54,0,0.8304155600120669315810695560,0.830415560012067,0.830415560012067,0.830415560012067,0.830415560012067,0,0,0,0,2.5246847407153191904675178334,1.900537,3.1307136088198368211048705554,81267720
6.55,0,0.8302481199492849196031857371,0.830248119949285,0.830248119949285,0.830248119949285,0.830248119949285,0,0,0,0,2.5271416493710995158896698541,1.899894,3.1398447535549145491092339177,81391980
6.56,0,0.8300808762660636924924393885,0.830080876266064,0.830080876266064,0.830080876266064,0.830080876266064,0,0,0,0,2.5296003460303598413118218745,1.899253,3.1489593167775020075249970931,81516250
6.57,0,0.8299138291149301499555980871,0.82991382911493,0.82991382911493,0.82991382911493,0.82991382911493,0,0,0,0,2.5320608324732715991296716146,1.898613,3.1580564650680283680631407915,81640510
6.58,0,0.8297469778388198960117491094,0.82974697783882,0.82974697783882,0.82974697783882,0.82974697783882,0,0,0,0,2.534523110474371924551823636,1.897975,3.1671370844923602889952482681,81764770
6.59,0,0.8295803217861948485187333622,0.829580321786195,0.829580321786195,0.829580321786195,0.829580321786195,0,0,0,0,2.536987142994473682369673376,1.897339,3.17620121978369268802384725,81889040
6.60,0,0.8294138611095192658148519981,0.829413861109519,0.829413861109519,0.829413861109519,0.829413861109519,0,0,0,0,2.5394529705820640077918253969,1.896704,3.1852480213257784475331773858,82013300
6.61,0,0.8292475951599655938613452131,0.829247595159966,0.829247595159966,0.829247595159966,0.829247595159966,0,0,0,0,2.5419205561638900627967682968,1.89607,3.1942775372539139764093637951,82137560
6.62,0,0.8290815235585147613530434250,0.829081523558515,0.829081523558515,0.829081523558515,0.829081523558515,0,0,0,0,2.5443898626154103882189203173,1.895438,3.2032906694875485824376624644,82261820
6.63,0,0.8289156456644777354163702330,0.828915645664478,0.828915645664478,0.828915645664478,0.828915645664478,0,0,0,0,2.5468609304689521460367700575,1.894808,3.2122874237100288128511668471,82386090
6.64,0,0.8287499618927923676347972063,0.828749961892792,0.828749961892792,0.828749961892792,0.828749961892792,0,0,0,0,2.5493337614318024714589220786,1.894179,3.2212669740884147686353135972,82510340
6.65,0,0.8285844708177312026831819576,0.828584470817731,0.828584470817731,0.828584470817731,0.828584470817731,0,0,0,0,2.5518082794527627968810740994,1.893552,3.2302302399400058928961001048,82634610
6.66,0,0.8284191728550792029339999629,0.828419172855079,0.828419172855079,0.828419172855079,0.828419172855079,0,0,0,0,2.5542845639363345546989238405,1.892926,3.2391763572626848730494028216,82758870
6.67,0,0.8282540671122197359712565895,0.82825406711222,0.82825406711222,0.82825406711222,0.82825406711222,0,0,0,0,2.5567625387757248801210758603,1.892302,3.2481062436652571330257494776,82883140
6.68,0,0.8280891537414252684311825654,0.828089153741425,0.828089153741425,0.828089153741425,0.828089153741425,0,0,0,0,2.5592422444998966379389256006,1.891679,3.2570190573947403863293904576,83007400
6.69,0,0.8279243321152433012333709279,0.827924332115243,0.827924332115243,0.827924332115243,0.827924332115243,0,0,0,0,2.5617236049132169633610776214,1.891058,3.2659157147488007680973446765,83131660
6.70,0,0.8277598018687330691381966731,0.827759801868733,0.827759801868733,0.827759801868733,0.827759801868733,0,0,0,0,2.5642066994561087211789273618,1.890439,3.2747961999025052781174820454,83255920
6.71,0,0.8275954626386741179216576520,0.827595462638674,0.827595462638674,0.827595462638674,0.827595462638674,0,0,0,0,2.5666914518782804789967771035,1.88982,3.2836588930186649527414564475,83380180
6.72,0,0.8274312138080166907441248642,0.827431213808017,0.827431213808017,0.827431213808017,0.827431213808017,0,0,0,0,2.5691779027000093720232314037,1.889204,3.29250633335802688868053142,83504450
6.73,0,0.8272672555288937671717446158,0.827267255528894,0.827267255528894,0.827267255528894,0.827267255528894,0,0,0,0,2.5716660535151668594238720241,1.888588,3.3013360184561042864326327778,83628710
6.74,0,0.8271033871867875892002005564,0.827103387186788,0.827103387186788,0.827103387186788,0.827103387186788,0,0,0,0,2.5741557889822357524503263246,1.887975,3.3101505666551887810273131342,83752970
6.75,0,0.8269398081722971640357918770,0.826939808172297,0.826939808172297,0.826939808172297,0.826939808172297,0,0,0,0,2.5766472665374789426638737852,1.887363,3.318948235742526894099776854,83877240
6.76,0,0.8267764186374636292811012468,0.826776418637464,0.826776418637464,0.826776418637464,0.826776418637464,0,0,0,0,2.5791403317981778356903280858,1.886752,3.3277291411297525148371341921,84001500
6.77,0,0.8266130179753785988093645679,0.826613017975379,0.826613017975379,0.826613017975379,0.826613017975379,0,0,0,0,2.5816351032691881611124801058,1.886143,3.3364940842811588670314579863,84125760
6.78,0,0.8264500058346170153142951185,0.826450005834617,0.826450005834617,0.826450005834617,0.826450005834617,0,0,0,0,2.5841314654586713513260275669,1.885535,3.3452423202714069959775288323,84250020
6.79,0,0.8262869816158010656699079832,0.826286981615801,0.826286981615801,0.826286981615801,0.826286981615801,0,0,0,0,2.586629497896250244352481868,1.884928,3.3539738343594807856051725456,84374290
6.80,0,0.8261243454708403339996530366,0.82612434547084,0.82612434547084,0.82612434547084,0.82612434547084,0,0,0,0,2.589129124025253434566029328,1.884324,3.3626903686766724108490319706,84498550
6.81,0,0.8259616968027972721205003105,0.825961696802797,0.825961696802797,0.825961696802797,0.825961696802797,0,0,0,0,2.5916303453037823275924836285,1.88372,3.3713894464344466910338438601,84622810
6.82,0,0.8257993350196822029260384850,0.825799335019682,0.825799335019682,0.825799335019682,0.825799335019682,0,0,0,0,2.5941332413127955178060310898,1.883118,3.3800727196948983472001478845,84747080
6.83,0,0.8256371602732988384269937477,0.825637160273299,0.825637160273299,0.825637160273299,0.825637160273299,0,0,0,0,2.5966376963430044108324853896,1.882518,3.3887402819656830800649146629,84871340
6.84,0,0.8254750719740596355378947933,0.82547507197406,0.82547507197406,0.82547507197406,0.82547507197406,0,0,0,0,2.5991437508921876010460328496,1.881918,3.3973904764813978698244159643,84995600
6.85,0,0.8253131697819209950933865170,0.825313169781921,0.825313169781921,0.825313169781921,0.825313169781921,0,0,0,0,2.6016514064008879264681848717,1.881321,3.4060258232816860922320888401,85119860
6.86,0,0.8251515531145754992797136414,0.825151553114576,0.825151553114576,0.825151553114576,0.825151553114576,0,0,0,0,2.6041606643053054138688254908,1.880725,3.4146446889238238201739090924,85244130
6.87,0,0.8249899223667265678715336292,0.824989922366726,0.824989922366726,0.824989922366726,0.824989922366726,0,0,0,0,2.6066714478036743068952797923,1.88013,3.4232471488115306727747548134,85368380
6.88,0,0.8248286762292675887117670312,0.824828676229268,0.824828676229268,0.824828676229268,0.824828676229268,0,0,0,0,2.6091838365148431999217340927,1.879536,3.4318331861432173830646303976,85492650
6.89,0,0.8246674150976282417342084337,0.824667415097628,0.824667415097628,0.824667415097628,0.824667415097628,0,0,0,0,2.6116977927242463901352815536,1.878944,3.4404036784585843343801327671,85616910
6.90,0,0.8245064381559443289435276344,0.824506438155944,0.824506438155944,0.824506438155944,0.824506438155944,0,0,0,0,2.6142132786710352831617358543,1.878353,3.4489578513258132790877330789,85741180
6.91,0,0.8243455457955684223907763144,0.824345545795568,0.824345545795568,0.824345545795568,0.824345545795568,0,0,0,0,2.6167303740246784733752833143,1.877764,3.4574965101795677508062996979,85865430
6.92,0,0.8241849367264027941223790760,0.824184936726403,0.824184936726403,0.824184936726403,0.824184936726403,0,0,0,0,2.6192489626880873664017376152,1.877177,3.4660197520427601129834205807,85989700
6.93,0,0.8240244113405064415699503173,0.824024411340506,0.824024411340506,0.824024411340506,0.824024411340506,0,0,0,0,2.621769124333041989010982796,1.87659,3.4745259136298195954666698765,86113960
6.94,0,0.8238640690720193397640348836,0.823864069072019,0.823864069072019,0.823864069072019,0.823864069072019,0,0,0,0,2.6242907819506208820374370956,1.876005,3.4830167152382183115622870041,86238220
6.95,0,0.8237038093597338983561487524,0.823703809359734,0.823703809359734,0.823703809359734,0.823703809359734,0,0,0,0,2.6268140152461540722509845559,1.875422,3.4914921352719304142207587833,86362490
6.96,0,0.8235438323549219946686607098,0.823543832354922,0.823543832354922,0.823543832354922,0.823543832354922,0,0,0,0,2.6293387471613529652774388573,1.874839,3.4999506117917077659834759724,86486750
6.97,0,0.8233839374986168908813975885,0.823383937498617,0.823383937498617,0.823383937498617,0.823383937498617,0,0,0,0,2.6318649789932618583038931575,1.874258,3.5083938115924130232045687937,86611010
6.98,0,0.8232243244708581700744976264,0.823224324470858,0.823224324470858,0.823224324470858,0.823224324470858,0,0,0,0,2.6343927512661350485174406181,1.873679,3.5168217366576191989927502554,86735270
6.99,0,0.8230646927195196366483065290,0.82306469271952,0.82306469271952,0.82306469271952,0.82306469271952,0,0,0,0,2.6369219868175382387309880791,1.873101,3.5252336470528238390405069381,86859540
7.00,0,0.8229206924085661502886090675,0.822920692408566,0.822920692408566,0.822920692408566,0.822920692408566,0,0,0,0,2.6394527261538914289445355393,1.872524,3.5336295477392016132156066816,86983800
7.01,0,0.8228084530019427970015325406,0.822808453001943,0.822808453001943,0.822808453001943,0.822808453001943,0,0,0,0,2.6419849705569917543666875608,1.871948,3.5420094679610149002011361916,87108060
7.02,0,0.8226965339276622510556359664,0.822696533927662,0.822696533927662,0.822696533927662,0.822696533927662,0,0,0,0,2.6445186820331949445802350205,1.871374,3.550374274009308069178454794,87232330
7.03,0,0.8225851253366507176477062126,0.822585125336651,0.822585125336651,0.822585125336651,0.822585125336651,0,0,0,0,2.6470539011082238376066893217,1.870801,3.5587231561329541035489213391,87356590
7.04,0,0.8224739266856357216115638450,0.822473926685636,0.822473926685636,0.822473926685636,0.822473926685636,0,0,0,0,2.6495905504689170278202367823,1.87023,3.5670570039131682752036666265,87480850
7.05,0,0.8223633476649365992993871828,0.822363347664936,0.822363347664936,0.822363347664936,0.822363347664936,0,0,0,0,2.652128709925495920846691082,1.86966,3.5753749842789743215630971418,87605110
